Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,Fluence_1E19_n_cm2,DT41J_Celsius
F,0.04,0.74,0.6,0.012,287.0,0.4619,24.88888888888889
F,0.04,0.74,0.6,0.012,287.0,0.4619,19.27777777777778
F,0.04,0.74,0.6,0.012,287.0,4.385,38.611111111111114
F,0.04,0.74,0.6,0.012,287.0,4.385,12.833333333333334
W,0.03,0.56,1.4,0.005,287.0,0.4619,4.388888888888889
W,0.03,0.56,1.4,0.005,287.0,4.385,14.666666666666666
P,0.15,0.52,1.32,0.01,291.1111111111111,0.0727,10.0
P,0.15,0.52,1.32,0.01,291.1111111111111,0.0727,24.444444444444443
P,0.15,0.52,1.32,0.01,292.22222222222223,1.03,26.11111111111111
P,0.15,0.52,1.32,0.01,292.22222222222223,1.46,29.444444444444443
P,0.15,0.52,1.32,0.01,292.22222222222223,1.03,39.44444444444444
P,0.15,0.52,1.32,0.01,292.22222222222223,1.46,24.444444444444443
P,0.15,0.52,1.32,0.01,292.22222222222223,0.428,12.222222222222221
P,0.15,0.52,1.32,0.01,292.22222222222223,0.428,-2.7777777777777777
W,0.27,0.58,1.49,0.016,291.1111111111111,0.0727,55.55555555555556
W,0.27,0.58,1.49,0.016,292.22222222222223,1.03,80.55555555555556
W,0.27,0.58,1.49,0.016,292.22222222222223,1.46,96.66666666666667
P,0.096,0.58,1.4,0.009,290.0,0.303,13.055555555555555
P,0.096,0.58,1.4,0.009,290.0,0.303,18.555555555555554
P,0.096,0.58,1.4,0.009,290.0,2.15,29.38888888888889
W,0.045,0.083,1.33,0.004,290.0,0.303,7.333333333333334
W,0.045,0.083,1.33,0.004,290.0,2.15,8.944444444444445
F,0.03,0.73,1.33,0.007,293.3333333333333,0.388,3.111111111111107
F,0.03,0.73,1.33,0.007,289.44444444444446,1.17,21.055555555555557
F,0.03,0.73,1.33,0.007,290.0,1.98,13.333333333333329
F,0.03,0.73,1.33,0.007,293.3333333333333,0.388,-8.777777777777779
F,0.03,0.73,1.33,0.007,289.44444444444446,1.17,16.27777777777778
F,0.03,0.73,1.33,0.007,290.0,1.98,20.61111111111111
W,0.04,0.67,1.44,0.015,293.3333333333333,0.388,9.666666666666668
W,0.04,0.67,1.44,0.015,289.44444444444446,1.17,16.555555555555557
W,0.04,0.67,1.44,0.015,290.0,1.98,27.22222222222222
F,0.057,0.77,1.38,0.013,288.8888888888889,0.388,-5.333333333333332
F,0.057,0.77,1.38,0.013,288.8888888888889,1.15,-5.333333333333332
F,0.057,0.77,1.38,0.013,288.8888888888889,2.07,2.555555555555557
F,0.057,0.77,1.38,0.013,288.8888888888889,0.388,-0.05555555555555358
F,0.057,0.77,1.38,0.013,288.8888888888889,1.15,18.77777777777778
F,0.057,0.77,1.38,0.013,288.8888888888889,2.07,18.38888888888889
W,0.04,0.64,1.45,0.011,288.8888888888889,0.388,-0.4444444444444464
W,0.04,0.64,1.45,0.011,288.8888888888889,1.15,14.499999999999998
W,0.04,0.64,1.45,0.011,288.8888888888889,2.07,13.166666666666664
P,0.14,0.55,1.35,0.007,275.55555555555554,0.0152,15.0
W,0.2,0.33,1.49,0.01,275.55555555555554,0.0152,15.555555555555555
F,0.04,0.86,0.71,0.011,292.0,0.971,9.0
F,0.04,0.86,0.71,0.011,292.0,1.36,12.0
F,0.04,0.85,0.75,0.01,292.0,0.971,17.0
F,0.04,0.85,0.75,0.01,292.0,1.36,18.0
W,0.09,0.05,1.98,0.011,292.0,0.971,34.0
W,0.09,0.05,1.98,0.011,292.0,1.36,40.0
P,0.1,0.18,1.42,0.016,298.8888888888889,0.15,-13.88888888888889
P,0.1,0.18,1.42,0.016,298.8888888888889,2.3,37.22222222222222
P,0.1,0.18,1.42,0.016,298.8888888888889,10.7,83.88888888888889
P,0.1,0.18,1.42,0.016,298.8888888888889,0.71,31.11111111111111
P,0.1,0.18,1.42,0.016,298.8888888888889,2.27,58.333333333333336
W,0.27,0.1,1.25,0.014,298.8888888888889,0.15,27.22222222222222
W,0.27,0.1,1.25,0.014,298.8888888888889,0.71,78.33333333333333
W,0.27,0.1,1.25,0.014,298.8888888888889,2.27,68.33333333333333
P,0.2,0.54,1.31,0.01,283.8888888888889,0.302,71.05555555555556
P,0.2,0.54,1.31,0.01,283.8888888888889,0.62,65.72222222222221
P,0.2,0.54,1.31,0.01,283.8888888888889,0.954,82.05555555555556
P,0.2,0.54,1.31,0.01,283.8888888888889,2.1,78.72222222222221
P,0.2,0.54,1.31,0.01,283.8888888888889,0.302,76.66666666666666
P,0.2,0.54,1.31,0.01,283.8888888888889,0.62,73.38888888888889
P,0.2,0.54,1.31,0.01,283.8888888888889,0.954,100.1111111111111
P,0.2,0.54,1.31,0.01,283.8888888888889,2.1,92.72222222222221
W,0.26,0.62,1.37,0.018,283.8888888888889,0.302,88.77777777777777
W,0.26,0.62,1.37,0.018,283.8888888888889,0.62,91.61111111111111
W,0.26,0.62,1.37,0.018,283.8888888888889,0.954,103.55555555555556
W,0.26,0.62,1.37,0.018,283.8888888888889,2.1,99.16666666666666
P,0.05,0.56,1.32,0.01,283.8888888888889,0.61,13.333333333333332
P,0.05,0.56,1.32,0.01,283.8888888888889,2.62,31.111111111111114
P,0.05,0.56,1.32,0.01,283.8888888888889,3.68,39.888888888888886
P,0.05,0.56,1.32,0.01,283.8888888888889,0.61,10.11111111111111
P,0.05,0.56,1.32,0.01,283.8888888888889,2.62,25.833333333333332
P,0.05,0.56,1.32,0.01,283.8888888888889,3.68,35.44444444444444
P,0.05,0.56,1.32,0.01,283.8888888888889,5.58,54.44444444444444
P,0.05,0.56,1.32,0.01,283.8888888888889,5.58,58.05555555555556
W,0.08,0.07,1.17,0.008,283.8888888888889,0.61,3.2222222222222214
W,0.08,0.07,1.17,0.008,283.8888888888889,2.62,14.777777777777775
W,0.08,0.07,1.17,0.008,283.8888888888889,3.68,3.3333333333333286
W,0.08,0.07,1.17,0.008,283.8888888888889,5.58,12.999999999999996
P,0.12,0.56,1.5,0.01,276.6666666666667,0.0406,10.494444444444445
F,0.05,0.73,0.69,0.01,292.22222222222223,0.409,15.944444444444443
F,0.05,0.73,0.69,0.01,289.44444444444446,1.49,10.166666666666664
F,0.05,0.73,0.69,0.01,290.0,2.26,27.5
F,0.05,0.73,0.69,0.01,292.22222222222223,0.409,10.333333333333336
F,0.05,0.73,0.69,0.01,289.44444444444446,1.49,30.333333333333336
F,0.05,0.73,0.69,0.01,290.0,2.26,16.388888888888893
W,0.026,0.71,1.48,0.011,292.22222222222223,0.409,2.8888888888888893
W,0.026,0.71,1.48,0.011,289.44444444444446,1.49,22.27777777777778
W,0.026,0.71,1.48,0.011,290.0,2.26,28.11111111111111
F,0.07,0.65,1.18,0.005,293.3333333333333,0.406,-2.6666666666666714
F,0.07,0.65,1.18,0.005,289.44444444444446,1.21,1.3888888888888857
F,0.07,0.65,1.18,0.005,289.44444444444446,2.18,8.277777777777775
F,0.07,0.65,1.18,0.005,293.3333333333333,0.406,11.333333333333329
F,0.07,0.65,1.18,0.005,289.44444444444446,1.21,17.83333333333333
F,0.07,0.65,1.18,0.005,289.44444444444446,2.18,21.944444444444443
W,0.03,0.65,1.34,0.01,293.3333333333333,0.406,4.833333333333336
W,0.03,0.65,1.34,0.01,289.44444444444446,1.21,16.0
W,0.03,0.65,1.34,0.01,289.44444444444446,2.18,30.111111111111114
F,0.09,0.845,0.725,0.008,294.44444444444446,0.292,-11.11111111111111
F,0.09,0.845,0.725,0.008,294.44444444444446,1.31,8.266666666666666
F,0.09,0.845,0.725,0.008,294.44444444444446,2.31,15.872222222222222
F,0.09,0.845,0.725,0.008,294.44444444444446,0.292,7.777777777777778
F,0.09,0.845,0.725,0.008,294.44444444444446,1.31,25.033333333333335
F,0.09,0.845,0.725,0.008,294.44444444444446,2.31,25.9
W,0.049,0.725,1.85,0.012,294.44444444444446,0.292,0.0
W,0.049,0.725,1.85,0.012,294.44444444444446,1.31,9.933333333333334
W,0.049,0.725,1.85,0.012,294.44444444444446,2.31,13.911111111111113
P,0.081,0.61,1.393,0.012,294.44444444444446,0.33,11.666666666666666
P,0.081,0.61,1.393,0.012,294.44444444444446,1.15,25.0
P,0.081,0.61,1.393,0.012,294.44444444444446,2.25,22.794444444444444
P,0.081,0.61,1.393,0.012,294.44444444444446,0.33,17.22222222222222
P,0.081,0.61,1.393,0.012,294.44444444444446,1.15,28.333333333333332
P,0.081,0.61,1.393,0.012,294.44444444444446,2.25,33.394444444444446
W,0.042,0.153,1.163,0.008,294.44444444444446,0.33,-18.333333333333332
W,0.042,0.153,1.163,0.008,294.44444444444446,1.15,17.77777777777778
W,0.042,0.153,1.163,0.008,294.44444444444446,2.25,32.23333333333333
P,0.12,0.64,1.29,0.011,287.22222222222223,0.5,36.55555555555556
P,0.12,0.64,1.29,0.011,287.22222222222223,1.91,61.72222222222222
P,0.12,0.64,1.29,0.011,287.22222222222223,1.91,60.83333333333333
P,0.12,0.64,1.29,0.011,286.6666666666667,2.2,54.77777777777778
P,0.12,0.64,1.29,0.011,286.6666666666667,2.2,70.55555555555554
W,0.18,0.16,1.05,0.014,287.22222222222223,0.5,27.999999999999996
W,0.18,0.16,1.05,0.014,287.22222222222223,1.91,57.61111111111111
W,0.18,0.16,1.05,0.014,286.6666666666667,2.2,43.33333333333333
P,0.133,0.66,1.21,0.005,287.77777777777777,0.825,45.0
P,0.133,0.66,1.21,0.005,287.22222222222223,1.95,60.0
P,0.133,0.66,1.21,0.005,287.22222222222223,1.95,57.22222222222222
P,0.133,0.66,1.21,0.005,286.6666666666667,2.44,75.33333333333333
W,0.21,0.06,1.167,0.013,287.77777777777777,0.825,37.22222222222222
W,0.21,0.06,1.167,0.013,287.22222222222223,1.95,43.888888888888886
W,0.21,0.06,1.167,0.013,286.6666666666667,2.44,38.72222222222222
P,0.14,0.49,1.4,0.009,280.0,0.267,32.77777777777778
P,0.14,0.49,1.4,0.009,280.0,0.831,47.77777777777778
P,0.14,0.49,1.4,0.009,280.0,1.2,54.44444444444444
P,0.14,0.49,1.4,0.009,280.0,1.84,58.888888888888886
P,0.14,0.49,1.4,0.009,280.0,0.267,33.888888888888886
P,0.14,0.49,1.4,0.009,280.0,0.831,58.333333333333336
P,0.14,0.49,1.4,0.009,280.0,1.2,61.111111111111114
P,0.14,0.49,1.4,0.009,280.0,1.84,52.77777777777778
W,0.27,0.74,1.33,0.023,280.0,0.267,38.888888888888886
W,0.27,0.74,1.33,0.023,280.0,1.2,101.66666666666667
W,0.27,0.74,1.33,0.023,280.0,1.84,60.0
P,0.11,0.58,1.285,0.017,282.77777777777777,0.238,31.11111111111111
P,0.11,0.58,1.285,0.017,282.77777777777777,0.664,45.55555555555556
P,0.11,0.58,1.285,0.017,283.3333333333333,1.02,50.55555555555556
P,0.11,0.58,1.285,0.017,283.3333333333333,1.58,53.333333333333336
P,0.11,0.58,1.285,0.017,282.77777777777777,0.238,43.333333333333336
P,0.11,0.58,1.285,0.017,282.77777777777777,0.664,56.666666666666664
P,0.11,0.58,1.285,0.017,283.3333333333333,1.02,62.22222222222222
P,0.11,0.58,1.285,0.017,283.3333333333333,1.58,76.11111111111111
W,0.053,0.965,1.375,0.02,282.77777777777777,0.238,23.333333333333332
W,0.053,0.965,1.375,0.02,282.77777777777777,0.664,25.0
W,0.053,0.965,1.375,0.02,283.3333333333333,1.02,37.22222222222222
W,0.053,0.965,1.375,0.02,283.3333333333333,1.58,28.88888888888889
P,0.06,0.55,1.32,0.005,292.77777777777777,0.313,-3.2777777777777786
P,0.06,0.55,1.32,0.005,291.6666666666667,1.18,13.944444444444445
P,0.06,0.55,1.32,0.005,291.6666666666667,2.32,9.055555555555557
P,0.06,0.55,1.32,0.005,291.6666666666667,3.08,14.38888888888889
P,0.06,0.55,1.32,0.005,292.77777777777777,0.313,14.499999999999998
P,0.06,0.55,1.32,0.005,291.6666666666667,1.18,25.944444444444443
P,0.06,0.55,1.32,0.005,291.6666666666667,2.32,25.11111111111111
P,0.06,0.55,1.32,0.005,291.6666666666667,3.08,17.11111111111111
W,0.03,0.06,1.28,0.005,292.77777777777777,0.313,36.77777777777778
W,0.03,0.06,1.28,0.005,291.6666666666667,1.18,19.444444444444443
W,0.03,0.06,1.28,0.005,291.6666666666667,2.32,25.666666666666664
W,0.03,0.06,1.28,0.005,291.6666666666667,3.08,27.61111111111111
F,0.087,0.64,1.26,0.017,262.0,4.94,83.0
F,0.087,0.64,1.26,0.017,265.0,2.14,49.0
F,0.087,0.64,1.26,0.017,264.0,3.24,53.0
F,0.087,0.64,1.26,0.017,262.0,6.74,104.1380117854128
F,0.087,0.64,1.26,0.017,262.0,11.3,146.0
F,0.09,0.65,1.27,0.01,262.9186574027526,10.84,149.6900432462222
F,0.09,0.65,1.27,0.01,262.9186574027526,11.61,142.2675888288712
F,0.09,0.65,1.27,0.01,255.0,0.54,41.25880402523386
F,0.09,0.65,1.27,0.01,255.7274479500957,1.213,51.71047120322781
F,0.09,0.65,1.27,0.01,260.20953860733687,2.272,59.334320664390155
F,0.09,0.65,1.27,0.01,261.1990243840401,6.943,110.16677166197613
F,0.09,0.65,1.27,0.01,265.0,6.134,109.51249757105813
F,0.09,0.65,1.27,0.01,262.1157321289414,3.96,103.24510454570583
F,0.09,0.65,1.27,0.01,262.33805684919076,9.225,139.51249757105813
W,0.11,0.095,1.42,0.017,262.9186574027526,4.8,73.39188965113698
W,0.11,0.095,1.42,0.017,255.0,1.2,54.39312553782447
W,0.11,0.095,1.42,0.017,255.7274479500957,2.763,78.46268505373169
W,0.11,0.095,1.42,0.017,261.1990243840401,3.081,65.5486984234681
W,0.11,0.095,1.42,0.017,265.0,6.13,91.33950699214299
F,0.07,0.61,1.22,0.015,262.0,1.74,45.11537012841359
F,0.09,0.63,1.29,0.009,262.0,2.11,42.83562846699421
F,0.08,0.62,1.27,0.01,262.0,1.94,30.371907409409445
F,0.08,0.62,1.27,0.01,262.0,2.09,48.6006857303374
P,0.029,0.6,1.48,0.005,278.3333333333333,0.084,10.0
W,0.072,0.76,1.7,0.012,278.3333333333333,0.084,-15.555555555555555
P,0.05,0.59,1.36,0.006,292.22222222222223,0.318,3.7222222222222214
P,0.05,0.59,1.36,0.006,292.77777777777777,1.49,3.8888888888888893
P,0.05,0.59,1.36,0.006,292.22222222222223,0.318,11.944444444444446
P,0.05,0.59,1.36,0.006,292.77777777777777,1.49,14.277777777777779
W,0.04,0.22,1.33,0.004,292.77777777777777,1.49,9.611111111111114
W,0.04,0.22,1.33,0.004,292.22222222222223,0.318,-7.444444444444443
P,0.065,0.62,1.36,0.014,293.3333333333333,0.317,0.8888888888888893
P,0.065,0.62,1.36,0.014,293.3333333333333,0.317,13.0
W,0.03,0.072,1.37,0.011,293.3333333333333,0.317,0.0
P,0.21,0.758,1.278,0.009,275.0,0.024,35.55555555555556
P,0.21,0.758,1.278,0.009,275.0,0.028,34.44444444444444
P,0.17,0.64,1.478,0.011,275.0,0.0279,13.94
P,0.03,0.65,1.375,0.012,275.0,0.038,11.78
P,0.03,0.65,1.375,0.012,275.0,0.049,-3.78
P,0.16,0.62,1.41,0.014,275.0,0.0382,23.06
P,0.16,0.62,1.41,0.014,275.0,0.0479,19.28
P,0.11,0.6,1.42,0.015,275.0,0.0311,11.39
P,0.11,0.61,1.43,0.013,275.0,0.0374,16.61
P,0.11,0.61,1.43,0.013,275.0,0.0454,23.83
P,0.22,0.51,1.37,0.018,275.0,0.0302,36.33
P,0.172,0.584,1.16,0.018,275.0,0.0378,22.33
P,0.172,0.584,1.16,0.018,275.0,0.0468,29.67
P,0.17,0.52,1.315,0.015,275.0,0.0293,25.56
W,0.23,0.75,1.36,0.014,275.0,0.0329,40.56
W,0.2,1.05,1.33,0.019,275.0,0.0408,55.0
W,0.2,1.05,1.33,0.019,275.0,0.0517,55.89
W,0.29,0.69,1.575,0.016,275.0,0.0397,67.72
W,0.29,0.69,1.575,0.016,275.0,0.0493,67.0
W,0.059,0.93,1.32,0.009,275.0,0.0293,13.11
W,0.11,0.24,1.485,0.015,275.0,0.0406,7.06
W,0.11,0.24,1.485,0.015,275.0,0.0504,6.22
W,0.27,0.06,1.29,0.016,275.0,0.0313,32.39
W,0.26,0.56,1.54,0.014,275.0,0.0322,47.5
W,0.01,0.9,1.33,0.012,275.0,0.0409,-14.67
W,0.01,0.9,1.33,0.012,275.0,0.0526,8.72
P,0.2,0.54,1.3,0.008,294.44444444444446,0.105,21.666666666666668
P,0.2,0.54,1.3,0.008,291.6666666666667,0.656,64.44444444444444
P,0.2,0.54,1.3,0.008,292.22222222222223,0.75,56.666666666666664
P,0.2,0.54,1.3,0.008,291.1111111111111,1.08,64.44444444444444
W,0.41,0.1,1.65,0.021,294.44444444444446,0.105,17.77777777777778
W,0.41,0.1,1.65,0.021,291.6666666666667,0.656,62.77777777777778
W,0.41,0.1,1.65,0.021,292.22222222222223,0.75,54.44444444444444
W,0.41,0.1,1.65,0.021,291.1111111111111,1.08,65.55555555555556
W,0.36,0.7,1.55,0.014,291.1111111111111,0.609,113.88888888888889
W,0.22,0.59,1.45,0.016,291.1111111111111,0.609,78.66111111111111
W,0.22,0.59,1.45,0.016,291.1111111111111,1.59,94.21666666666667
W,0.39,0.58,1.63,0.018,291.1111111111111,1.59,70.0
W,0.22,0.6,1.55,0.021,291.1111111111111,0.609,93.33333333333333
W,0.22,0.6,1.55,0.021,291.1111111111111,1.59,76.66666666666667
P,0.17,0.61,1.54,0.015,274.0,0.013,13.88888888888889
P,0.17,0.61,1.54,0.015,274.0,0.0322,35.55555555555556
P,0.1,0.2,1.42,0.01,280.55555555555554,0.259,22.77777777777778
P,0.1,0.2,1.42,0.01,280.55555555555554,0.463,21.11111111111111
P,0.1,0.2,1.42,0.01,280.55555555555554,1.55,22.77777777777778
P,0.12,0.2,1.37,0.01,280.55555555555554,0.463,42.22222222222222
P,0.12,0.2,1.37,0.01,280.55555555555554,1.55,38.333333333333336
P,0.12,0.2,1.37,0.01,280.55555555555554,2.28,40.0
P,0.12,0.2,1.46,0.013,280.55555555555554,0.463,30.0
P,0.12,0.2,1.46,0.013,280.55555555555554,1.55,28.333333333333332
W,0.205,0.044,1.304,0.018,280.55555555555554,0.259,56.111111111111114
W,0.205,0.044,1.304,0.018,280.55555555555554,2.28,62.77777777777778
P,0.15,0.65,1.35,0.01,277.77777777777777,0.049,23.88888888888889
P,0.15,0.65,1.35,0.01,277.77777777777777,0.11,40.95000000000001
W,0.023,0.936,1.25,0.01,277.77777777777777,0.049,2.2222222222222223
W,0.023,0.936,1.25,0.01,277.77777777777777,0.11,8.38888888888889
F,0.04,0.77,0.68,0.004,292.77777777777777,1.28,-2.2222222222222223
F,0.02,0.81,0.63,0.011,292.77777777777777,0.196,-6.111111111111111
F,0.02,0.81,0.63,0.011,292.77777777777777,0.592,-2.2222222222222223
F,0.02,0.81,0.63,0.011,292.77777777777777,1.28,20.555555555555557
F,0.02,0.81,0.63,0.011,292.22222222222223,0.962,2.7777777777777777
F,0.063,0.73,1.3,0.009,291.1111111111111,1.14,-3.9111111111111065
P,0.14,0.5,1.42,0.01,291.1111111111111,0.171,16.427777777777777
P,0.12,0.5,1.35,0.01,292.22222222222223,0.168,24.694444444444443
P,0.12,0.5,1.35,0.01,292.22222222222223,0.174,21.65555555555556
P,0.06,0.59,1.49,0.006,291.1111111111111,1.14,2.6111111111111125
W,0.22,0.63,1.705,0.014,292.77777777777777,0.196,59.44444444444444
W,0.22,0.63,1.705,0.014,292.77777777777777,0.592,60.55555555555556
W,0.22,0.63,1.705,0.014,292.77777777777777,1.28,90.55555555555556
W,0.22,0.63,1.705,0.014,292.22222222222223,0.962,78.88888888888889
W,0.22,0.63,1.705,0.014,292.77777777777777,1.16,119.14444444444445
W,0.27,0.59,1.45,0.011,291.1111111111111,0.663,76.66666666666667
W,0.32,0.59,1.47,0.016,291.1111111111111,0.663,105.55555555555556
W,0.28,0.63,1.68,0.015,292.22222222222223,0.168,66.0611111111111
W,0.28,0.63,1.68,0.015,292.22222222222223,0.174,60.02222222222221
W,0.35,0.6,1.57,0.013,291.1111111111111,1.14,98.51666666666665
W,0.16,0.18,1.05,0.014,291.1111111111111,1.14,28.58888888888889
W,0.39,0.58,1.63,0.018,291.1111111111111,0.663,76.11111111111111
W,0.22,0.6,1.55,0.021,291.1111111111111,1.14,92.38888888888887
W,0.29,0.56,1.63,0.017,291.1111111111111,1.14,105.67777777777778
P,0.081,0.481,1.445,0.01,284.44444444444446,0.283,4.444444444444445
P,0.081,0.481,1.445,0.01,283.3333333333333,1.05,25.0
P,0.081,0.481,1.445,0.01,282.77777777777777,1.36,17.544444444444444
W,0.196,1.0,1.347,0.013,284.44444444444446,0.283,62.77777777777778
W,0.196,1.0,1.347,0.013,283.3333333333333,1.05,130.0
W,0.196,1.0,1.347,0.013,282.77777777777777,1.36,113.59444444444445
P,0.14,0.662,1.255,0.009,285.0,0.33,37.22222222222222
P,0.14,0.662,1.255,0.009,285.0,0.906,60.55555555555556
P,0.14,0.662,1.255,0.009,285.0,1.53,61.666666666666664
P,0.14,0.662,1.255,0.009,285.0,2.38,69.95555555555556
P,0.14,0.662,1.255,0.009,285.0,0.33,40.55555555555556
P,0.14,0.662,1.255,0.009,285.0,0.906,54.44444444444444
P,0.14,0.662,1.255,0.009,285.0,1.53,60.55555555555556
P,0.14,0.662,1.255,0.009,285.0,2.38,61.727777777777774
W,0.219,0.871,1.403,0.015,285.0,0.33,96.11111111111111
W,0.219,0.871,1.403,0.015,285.0,0.906,112.77777777777777
W,0.219,0.871,1.403,0.015,285.0,1.53,117.22222222222223
W,0.219,0.871,1.403,0.015,285.0,2.38,124.73333333333332
F,0.05,0.76,1.34,0.011,287.0,1.79,24.0
F,0.05,0.76,1.34,0.011,287.0,3.07,31.5
F,0.05,0.76,1.34,0.011,287.0,6.48,59.0
F,0.05,0.76,1.34,0.011,287.0,12.0,83.1
W,0.051,0.98,1.17,0.015,287.0,1.38,6.4
W,0.051,0.98,1.17,0.015,287.0,2.26,29.6
W,0.051,0.98,1.17,0.015,287.0,4.95,36.2
W,0.051,0.98,1.17,0.015,287.0,8.6,92.0
F,0.05,0.74,1.4,0.007,295.0,1.33,1.4
F,0.05,0.74,1.4,0.007,295.0,2.8,29.6
F,0.05,0.74,1.4,0.007,295.0,5.44,44.3
F,0.04,0.77,1.46,0.007,295.0,1.33,20.1
F,0.04,0.77,1.46,0.007,295.0,2.8,21.4
F,0.04,0.77,1.46,0.007,295.0,5.44,39.9
W,0.08,0.84,1.11,0.015,295.0,3.7,28.7
W,0.08,0.84,1.11,0.015,295.0,7.2,50.2
W,0.08,0.84,1.11,0.015,295.0,1.54,24.2
W,0.08,0.84,1.11,0.015,295.0,5.1,48.2
P,0.19,0.465,1.19,0.008,285.55555555555554,0.0012,-20.555555555555557
P,0.19,0.465,1.19,0.008,285.55555555555554,0.95,27.77777777777778
P,0.19,0.465,1.19,0.008,285.55555555555554,2.0,56.666666666666664
P,0.19,0.465,1.19,0.008,285.55555555555554,4.29,47.22222222222222
P,0.19,0.465,1.19,0.008,276.1111111111111,0.00521,-12.222222222222221
P,0.133,0.537,1.645,0.008,276.1111111111111,0.000926,-1.6666666666666667
P,0.133,0.537,1.645,0.008,285.55555555555554,0.711,28.88888888888889
P,0.133,0.537,1.645,0.008,285.55555555555554,1.36,27.22222222222222
P,0.133,0.537,1.645,0.008,276.1111111111111,0.0027,0.0
P,0.133,0.537,1.645,0.008,285.55555555555554,1.86,56.666666666666664
P,0.133,0.537,1.645,0.008,276.1111111111111,0.0071,3.888888888888889
W,0.212,0.345,1.78,0.009,276.1111111111111,0.000926,-5.555555555555555
W,0.212,0.345,1.78,0.009,285.55555555555554,0.711,75.55555555555556
W,0.212,0.345,1.78,0.009,285.55555555555554,1.36,56.111111111111114
W,0.212,0.345,1.78,0.009,285.55555555555554,1.61,77.22222222222223
W,0.212,0.345,1.78,0.009,276.1111111111111,0.0071,-4.444444444444445
W,0.35,0.73,1.75,0.013,285.55555555555554,0.711,110.0
W,0.35,0.73,1.75,0.013,285.55555555555554,1.36,112.22222222222223
W,0.35,0.73,1.75,0.013,285.55555555555554,1.08,143.88888888888889
P,0.1,0.56,1.4,0.015,283.3333333333333,7.22,98.72222222222223
P,0.1,0.56,1.4,0.015,283.3333333333333,8.52,112.33333333333333
P,0.1,0.56,1.4,0.015,283.3333333333333,7.22,89.83333333333333
P,0.1,0.56,1.4,0.015,283.3333333333333,8.52,99.05555555555556
P,0.1,0.56,1.4,0.015,284.44444444444446,0.618,37.77777777777778
P,0.1,0.56,1.4,0.015,282.77777777777777,1.75,59.44444444444444
P,0.1,0.56,1.4,0.015,282.77777777777777,3.09,71.66666666666667
P,0.1,0.56,1.4,0.015,283.3333333333333,4.8,81.66666666666667
P,0.1,0.56,1.4,0.015,284.44444444444446,0.618,40.0
P,0.1,0.56,1.4,0.015,282.77777777777777,1.75,56.666666666666664
P,0.1,0.56,1.4,0.015,282.77777777777777,3.09,62.77777777777778
P,0.1,0.56,1.4,0.015,283.3333333333333,4.8,83.88888888888889
W,0.14,0.19,1.06,0.016,283.3333333333333,7.22,65.27777777777777
W,0.14,0.19,1.06,0.016,283.3333333333333,8.52,63.05555555555556
W,0.14,0.19,1.06,0.016,284.44444444444446,0.618,41.111111111111114
W,0.14,0.19,1.06,0.016,282.77777777777777,1.75,39.44444444444444
W,0.14,0.19,1.06,0.016,282.77777777777777,3.09,48.333333333333336
W,0.14,0.19,1.06,0.016,283.3333333333333,4.8,53.333333333333336
P,0.195,0.597,1.327,0.005,284.44444444444446,0.605,56.666666666666664
P,0.195,0.597,1.327,0.005,283.3333333333333,1.73,90.55555555555556
P,0.195,0.597,1.327,0.005,283.8888888888889,2.98,91.11111111111111
P,0.195,0.597,1.327,0.005,283.8888888888889,4.93,109.7611111111111
P,0.195,0.597,1.327,0.005,284.44444444444446,0.605,69.55000000000001
P,0.195,0.597,1.327,0.005,283.3333333333333,1.73,93.4388888888889
P,0.195,0.597,1.327,0.005,283.8888888888889,2.98,111.21666666666667
P,0.195,0.597,1.327,0.005,283.8888888888889,4.93,109.01111111111112
P,0.195,0.597,1.327,0.005,283.3333333333333,8.72,121.0
P,0.195,0.597,1.327,0.005,283.3333333333333,8.72,120.0
P,0.195,0.597,1.327,0.005,283.8888888888889,6.8,119.0
P,0.195,0.597,1.327,0.005,283.8888888888889,6.8,128.0
W,0.03,0.9,0.937,0.004,284.44444444444446,0.605,-8.88888888888889
W,0.03,0.9,0.937,0.004,283.3333333333333,1.73,-0.5555555555555556
W,0.03,0.9,0.937,0.004,283.8888888888889,2.98,-10.555555555555555
W,0.03,0.9,0.937,0.004,283.8888888888889,4.93,8.627777777777776
W,0.03,0.9,0.937,0.004,283.3333333333333,8.72,31.0
W,0.03,0.9,0.937,0.004,283.8888888888889,6.8,38.0
P,0.101,0.483,1.461,0.011,276.6666666666667,0.488,31.11111111111111
P,0.101,0.483,1.461,0.011,280.0,0.847,40.0
P,0.101,0.483,1.461,0.011,282.22222222222223,1.54,34.44444444444444
P,0.101,0.483,1.461,0.011,280.0,0.847,41.666666666666664
P,0.101,0.483,1.461,0.011,282.22222222222223,1.54,42.77777777777778
W,0.301,0.6,1.563,0.013,276.6666666666667,0.488,116.66666666666667
W,0.301,0.6,1.563,0.013,280.0,0.847,125.0
W,0.301,0.6,1.563,0.013,282.22222222222223,1.54,121.66666666666667
P,0.11,0.61,1.43,0.013,277.77777777777777,0.026,3.888888888888889
P,0.11,0.61,1.43,0.013,277.77777777777777,0.05,13.4
F,0.05,0.69,0.67,0.01,285.0,0.587,19.444444444444443
F,0.05,0.69,0.67,0.01,285.0,1.02,34.44444444444444
F,0.05,0.69,0.67,0.01,284.44444444444446,1.69,18.88888888888889
